index10,Humidity,Temperature(C),GHI,Hour,Month,Output_power,previous
2020-10-02 16:00:00,78,11,0,17,10,0.6477864583333334,4.703450520833334
2020-10-02 20:00:00,81,10,0,21,10,0.0,0.6477864583333334
2020-10-03 00:00:00,79,10,0,1,10,0.0,0.0
2020-10-03 04:00:00,78,11,39,5,10,0.006184895833333334,0.0
2020-10-03 08:00:00,66,14,329,9,10,2.346028645833333,0.006184895833333334
2020-10-03 12:00:00,71,14,126,13,10,6.049804687499999,2.346028645833333
2020-10-03 16:00:00,75,13,1,17,10,0.7063802083333334,6.049804687499999
2020-10-03 20:00:00,80,12,0,21,10,0.0,0.7063802083333334
2020-10-04 00:00:00,89,12,0,1,10,0.0,0.0
2020-10-04 04:00:00,85,11,24,5,10,0.0,0.0
2020-10-04 08:00:00,84,11,56,9,10,0.8792317708333334,0.0
2020-10-04 12:00:00,83,12,59,13,10,0.8271484374999998,0.8792317708333334
2020-10-04 16:00:00,81,13,0,17,10,0.2955729166666667,0.8271484374999998
2020-10-04 20:00:00,79,15,0,20,10,0.03020241477272727,0.2955729166666667
2020-10-05 00:00:00,77,16,8,21,10,0.2675071022727273,0.03020241477272727
2020-10-05 04:00:00,76,16,17,21,10,0.543643465909091,0.2675071022727273
2020-10-05 08:00:00,76,15,26,20,10,0.8197798295454545,0.543643465909091
2020-10-05 12:00:00,75,15,36,20,10,1.0959161931818182,0.8197798295454545
2020-10-05 16:00:00,75,15,45,20,10,1.3720525568181816,1.0959161931818182
2020-10-05 20:00:00,74,15,54,19,10,1.6481889204545452,1.3720525568181816
2020-10-06 00:00:00,73,15,63,19,10,1.924325284090909,1.6481889204545452
2020-10-06 04:00:00,73,15,73,18,10,2.200461647727273,1.924325284090909
2020-10-06 08:00:00,72,15,82,18,10,2.4765980113636363,2.200461647727273
2020-10-06 12:00:00,72,15,91,18,10,2.7527343749999997,2.4765980113636363
2020-10-06 16:00:00,71,15,100,17,10,3.028870738636364,2.7527343749999997
2020-10-06 20:00:00,71,15,110,17,10,3.3050071022727265,3.028870738636364
2020-10-07 00:00:00,70,15,119,17,10,3.581143465909091,3.3050071022727265
2020-10-07 04:00:00,70,15,128,16,10,3.8572798295454547,3.581143465909091
2020-10-07 08:00:00,69,15,137,16,10,4.1334161931818185,3.8572798295454547
2020-10-07 12:00:00,69,15,147,16,10,4.4095525568181815,4.1334161931818185
2020-10-07 16:00:00,68,15,156,15,10,4.685688920454545,4.4095525568181815
2020-10-07 20:00:00,67,15,165,15,10,4.961825284090909,4.685688920454545
2020-10-08 00:00:00,67,15,174,14,10,5.237961647727273,4.961825284090909
2020-10-08 04:00:00,66,15,183,14,10,5.514098011363638,5.237961647727273
2020-10-08 08:00:00,66,15,193,14,10,5.790234375,5.514098011363638
2020-10-08 12:00:00,65,15,202,13,10,6.066370738636363,5.790234375
2020-10-08 16:00:00,65,15,211,13,10,6.3425071022727275,6.066370738636363
2020-10-08 20:00:00,64,14,220,13,10,6.6186434659090905,6.3425071022727275
2020-10-09 00:00:00,64,14,230,12,10,6.894779829545455,6.6186434659090905
2020-10-09 04:00:00,63,14,239,12,10,7.170916193181818,6.894779829545455
2020-10-09 08:00:00,63,14,248,12,10,7.447052556818182,7.170916193181818
2020-10-09 12:00:00,68,13,90,13,10,5.405924479166667,7.447052556818182
2020-10-09 16:00:00,93,11,0,17,10,0.3479817708333333,5.405924479166667
2020-10-09 20:00:00,96,10,0,21,10,0.0,0.3479817708333333
2020-10-10 00:00:00,98,7,0,1,10,0.0,0.0
2020-10-10 04:00:00,98,7,50,5,10,0.001953125,0.0
2020-10-10 08:00:00,85,9,251,9,10,1.5042317708333333,0.001953125
2020-10-10 12:00:00,78,10,112,13,10,3.4521484375000004,1.5042317708333333
2020-10-10 16:00:00,86,8,0,17,10,0.3811848958333333,3.4521484375000004
2020-10-10 20:00:00,91,9,0,21,10,0.0,0.3811848958333333
2020-10-11 00:00:00,94,10,0,1,10,0.0,0.0
2020-10-11 04:00:00,96,10,9,5,10,0.0,0.0
2020-10-11 08:00:00,92,11,116,9,10,0.47916666666666663,0.0
2020-10-11 12:00:00,88,11,68,13,10,2.4791666666666665,0.47916666666666663
2020-10-11 16:00:00,97,9,0,17,10,0.34374999999999994,2.4791666666666665
2020-10-11 20:00:00,98,9,0,20,10,0.011745383522727271,0.34374999999999994
2020-10-12 00:00:00,96,9,5,21,10,0.10403053977272728,0.011745383522727271
2020-10-12 04:00:00,95,9,10,21,10,0.21141690340909092,0.10403053977272728
2020-10-12 08:00:00,93,9,16,20,10,0.31880326704545453,0.21141690340909092
2020-10-12 12:00:00,92,9,22,20,10,0.4261896306818182,0.31880326704545453
2020-10-12 16:00:00,91,9,27,20,10,0.5335759943181818,0.4261896306818182
2020-10-12 20:00:00,89,8,33,19,10,0.6409623579545455,0.5335759943181818
2020-10-13 00:00:00,88,8,39,19,10,0.7483487215909093,0.6409623579545455
2020-10-13 04:00:00,87,8,45,18,10,0.8557350852272728,0.7483487215909093
2020-10-13 08:00:00,86,8,50,18,10,0.9631214488636364,0.8557350852272728
2020-10-13 12:00:00,84,8,56,18,10,1.0705078125000003,0.9631214488636364
2020-10-13 16:00:00,83,8,62,17,10,1.177894176136364,1.0705078125000003
2020-10-13 20:00:00,82,8,68,17,10,1.2852805397727272,1.177894176136364
2020-10-14 00:00:00,81,7,73,17,10,1.3926669034090908,1.2852805397727272
2020-10-14 04:00:00,79,7,79,16,10,1.5000532670454545,1.3926669034090908
2020-10-14 08:00:00,78,7,85,16,10,1.6074396306818182,1.5000532670454545
2020-10-14 12:00:00,77,7,90,16,10,1.7148259943181818,1.6074396306818182
2020-10-14 16:00:00,75,7,96,15,10,1.8222123579545455,1.7148259943181818
2020-10-14 20:00:00,74,7,102,15,10,1.9295987215909092,1.8222123579545455
2020-10-15 00:00:00,73,7,108,14,10,2.036985085227273,1.9295987215909092
2020-10-15 04:00:00,72,6,113,14,10,2.144371448863637,2.036985085227273
2020-10-15 08:00:00,70,6,119,14,10,2.2517578124999997,2.144371448863637
2020-10-15 12:00:00,69,6,125,13,10,2.359144176136364,2.2517578124999997
2020-10-15 16:00:00,68,6,131,13,10,2.4665305397727275,2.359144176136364
2020-10-15 20:00:00,67,6,136,13,10,2.573916903409091,2.4665305397727275
2020-10-16 00:00:00,65,6,142,12,10,2.681303267045454,2.573916903409091
2020-10-16 04:00:00,64,5,148,12,10,2.788689630681818,2.681303267045454
2020-10-16 08:00:00,63,5,153,12,10,2.896075994318182,2.788689630681818
2020-10-16 12:00:00,65,5,75,13,10,2.6865234374999996,2.896075994318182
2020-10-16 16:00:00,83,3,0,17,10,0.31868489583333337,2.6865234374999996
2020-10-16 20:00:00,86,2,0,21,10,0.0,0.31868489583333337
2020-10-17 00:00:00,88,2,0,1,10,0.0,0.0
2020-10-17 04:00:00,83,3,24,5,10,0.0,0.0
2020-10-17 08:00:00,62,5,203,9,10,1.4147135416666665,0.0
2020-10-17 12:00:00,65,5,69,13,10,3.466796875,1.4147135416666665
2020-10-17 16:00:00,78,3,0,17,10,0.28124999999999994,3.466796875
2020-10-17 20:00:00,78,2,0,21,10,0.0,0.28124999999999994
2020-10-18 00:00:00,75,2,0,1,10,0.0,0.0
2020-10-18 04:00:00,83,2,17,5,10,0.0,0.0
2020-10-18 08:00:00,89,4,68,9,10,0.6705729166666666,0.0
2020-10-18 12:00:00,90,4,67,13,10,1.1585286458333335,0.6705729166666666
2020-10-18 16:00:00,91,2,0,17,10,0.3125,1.1585286458333335
2020-10-18 20:00:00,92,1,0,21,10,0.0,0.3125
2020-10-19 00:00:00,90,1,0,1,10,0.0,0.0
2020-10-19 04:00:00,90,1,45,5,10,0.0,0.0
2020-10-19 08:00:00,81,2,142,9,10,1.722981770833333,0.0
2020-10-19 12:00:00,91,1,32,13,10,1.9228515625,1.722981770833333
2020-10-19 16:00:00,95,2,0,17,10,0.11881510416666666,1.9228515625
2020-10-19 20:00:00,91,2,0,21,10,0.0,0.11881510416666666
2020-10-20 00:00:00,91,1,0,1,10,0.0060741010918674695,0.0
2020-10-20 04:00:00,91,1,3,2,10,0.06710435491967871,0.0060741010918674695
2020-10-20 08:00:00,90,1,8,2,10,0.14115053965863456,0.06710435491967871
2020-10-20 12:00:00,89,2,12,3,10,0.21519672439759033,0.14115053965863456
2020-10-20 16:00:00,89,2,17,3,10,0.28924290913654616,0.21519672439759033
2020-10-20 20:00:00,88,3,21,4,10,0.36328909387550196,0.28924290913654616
2020-10-21 00:00:00,88,3,26,4,10,0.4373352786144578,0.36328909387550196
2020-10-21 04:00:00,87,4,31,5,10,0.5113814633534136,0.4373352786144578
2020-10-21 08:00:00,86,4,35,5,10,0.5854276480923694,0.5113814633534136
2020-10-21 12:00:00,86,5,40,6,10,0.6594738328313252,0.5854276480923694
2020-10-21 16:00:00,85,5,44,7,10,0.733520017570281,0.6594738328313252
